num,url,name_ko,name_en,country,region,country_region,varietal,vintage,type,category,style,winery,winery_ko,winery_en,brand,grade,price,volume,abv,sweetness,acidity,body,tannin,serving_temp,pairing,awards,title_block
1398,https://www.naracellar.com/wine/wine_view.php?num=1398,샴페인 라큐르 프레레 발 모이노 피노 블랑 밀레짐 뀌베 베틸 앤더슨,Champagne Laculle Freres Val Moignot Pinot Blanc Millesime  Cuvee Bertil Andersson,프랑스,샹파뉴,프랑스 > 샹파뉴,피노 블랑(Pinot Blanc) 100%,,스파클링,Sparkling,,샴페인 라큐르 프레레(Champagne Laculle Freres),샴페인 라큐르 프레레,Champagne Laculle Freres,,,,750ml,,,,,,10~12 ℃,"가리비 세비체, 도미 타르타르",,
1395,https://www.naracellar.com/wine/wine_view.php?num=1395,샴페인 라큐르 프레레 레 듀 발,Champagne Laculle Freres Les Deux Vallees,프랑스,샹파뉴,프랑스 > 샹파뉴,"샤도네이(Chardonnay) 50%, 피노 블랑(Pinot Blanc) 50%",,스파클링,Sparkling,,샴페인 라큐르 프레레(Champagne Laculle Freres),샴페인 라큐르 프레레,Champagne Laculle Freres,,,,750ml,,,,,,10~12 ℃,"아페르티프, 해산물, 스시",,
1435,https://www.naracellar.com/wine/wine_view.php?num=1435,샴페인 미쉘 루타 리눔,Champagne Michel Rutat Lignum,프랑스,샹파뉴 > 꼬뜨 데 블랑,프랑스 > 샹파뉴 > 꼬뜨 데 블랑,샤도네이(Chardonnay) 100%,,스파클링,Sparkling,,샴페인 미쉘 루타(Champagne Michel Rutat),샴페인 미쉘 루타,Champagne Michel Rutat,,,,750ml,,,,,,10~12℃,"아페르티프, 연어 샐러드, 흰살 생선 구이, 가금류 구이",,
1434,https://www.naracellar.com/wine/wine_view.php?num=1434,도멘 데셀르 에 피스 뽀마르,Domaine Decelle & Fils Pommard,프랑스,부르고뉴 > 꼬뜨 드 본 > 뽀마르,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 뽀마르,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 데셀르 에 피스(Domaine Decelle & Fils),도멘 데셀르 에 피스,Domaine Decelle & Fils,,,,750ml,,,,,,,"수비드한 돼지고기, 양념이 있는 태국 음식 등",,
1396,https://www.naracellar.com/wine/wine_view.php?num=1396,샴페인 라큐르 프레레 비셰레 피노 누아 밀레짐,Champagne Laculle Freres Bicheret Pinot Noir Millesime,프랑스,샹파뉴,프랑스 > 샹파뉴,피노 누아(Pinot Noir) 100%,,스파클링,Sparkling,,샴페인 라큐르 프레레(Champagne Laculle Freres),샴페인 라큐르 프레레,Champagne Laculle Freres,,,,750ml,,,,,,10~12 ℃,"가금류 구이, 버섯 요리",,
1402,https://www.naracellar.com/wine/wine_view.php?num=1402,샴페인 굴라드 라 샤름,Champagne Goulard La Charme,프랑스,샹파뉴,프랑스 > 샹파뉴,피노 뫼니에(Pinot Meunier) 100%,,스파클링,Sparkling,,샴페인 굴라르(Champagne J.M. Goulard),샴페인 굴라르,Champagne J.M. Goulard,,,,750ml,,,,,,10~12 ℃,"포르치니, 모렐 버섯을 곁들인 가금류, 아페르티프",,
1433,https://www.naracellar.com/wine/wine_view.php?num=1433,도멘 데셀르 에 피스 뉘 생 조르주 프리미에 크뤼 레 부슬로,Domaine Decelle & Fils Nuits Saint Georges 1er Cru Les Bousselots,프랑스,부르고뉴 > 꼬드 드 뉘 > 뉘 생 조르쥬,프랑스 > 부르고뉴 > 꼬드 드 뉘 > 뉘 생 조르쥬,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 데셀르 에 피스(Domaine Decelle & Fils),도멘 데셀르 에 피스,Domaine Decelle & Fils,,,,750ml,,,,,,,"코코뱅, 비프 부르기뇽 등",,
1432,https://www.naracellar.com/wine/wine_view.php?num=1432,도멘 데셀르 에 피스 샹볼 뮈지니,Domaine Decelle & Fils Chambolle Musigny,프랑스,부르고뉴 > 꼬뜨 드 뉘 > 샹몰 뮈지니,프랑스 > 부르고뉴 > 꼬뜨 드 뉘 > 샹몰 뮈지니,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 데셀르 에 피스(Domaine Decelle & Fils),도멘 데셀르 에 피스,Domaine Decelle & Fils,,,,750ml,,,,,,,"구운 양고기, 로스트 비프 등",,
1431,https://www.naracellar.com/wine/wine_view.php?num=1431,도멘 데셀르 에 피스 사비니 레 본,Domaine Decelle & Fils Savigny Les Beaune,프랑스,부르고뉴 > 꼬뜨 드 본 > 사비니 레 본,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 사비니 레 본,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 데셀르 에 피스(Domaine Decelle & Fils),도멘 데셀르 에 피스,Domaine Decelle & Fils,,,,750ml,,,,,,,베이징 덕 등 구운 가금류 요리,2021 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1430,https://www.naracellar.com/wine/wine_view.php?num=1430,도멘 데셀르 에 피스 본 프리미에 크뤼 레 트홍,Domaine Decelle & Fils Beaune 1er Cru Les Teurons,프랑스,부르고뉴 > 꼬뜨 드 본,프랑스 > 부르고뉴 > 꼬뜨 드 본,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 데셀르 에 피스(Domaine Decelle & Fils),도멘 데셀르 에 피스,Domaine Decelle & Fils,,,,750ml,,,,,,,베이징 덕 등 구운 가금류 요리,2019 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1429,https://www.naracellar.com/wine/wine_view.php?num=1429,도멘 데셀르 에 피스 본 프리미에 크뤼 끌로 뒤 루아,Domaine Decelle & Fils Beaune 1er Cru Clos de Roi,프랑스,부르고뉴 > 꼬뜨 드 본,프랑스 > 부르고뉴 > 꼬뜨 드 본,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 데셀르 에 피스(Domaine Decelle & Fils),도멘 데셀르 에 피스,Domaine Decelle & Fils,,,,750ml,,,,,,,구운 돼지고기,,
1428,https://www.naracellar.com/wine/wine_view.php?num=1428,샴페인 자크 데프랑 브뤼 밀레짐,Champagne Jacque Defrance Brut Millesime,프랑스,샹파뉴,프랑스 > 샹파뉴,"샤도네이(Chanrdonnay), 피노 누아(Pinot Noir)",,스파클링,Sparkling,,샴페인 자크 데프랑(Champagne Jacque Defrance),샴페인 자크 데프랑,Champagne Jacque Defrance,,,,750ml,,,,,,10℃,"아페르티프, 생선 요리 등 가벼운 식사",,
1394,https://www.naracellar.com/wine/wine_view.php?num=1394,케이머스 캘리포니아 카버네 소비뇽,Caymus California Cabernet Sauvignon,미국,캘리포니아,미국 > 캘리포니아,카버네 소비뇽(Cabernet Sauvignon),,레드,Red,,케이머스 빈야드(Caymus Vineyards),케이머스 빈야드,Caymus Vineyards,,,,750ml,,,,,,16~18 ℃,"바베큐, 스테이크",,
1377,https://www.naracellar.com/wine/wine_view.php?num=1377,베라몬테 레세르바 카르메네르,Veramonte Reserva Carmenere,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,카르메네르(Carmenere) 100%,,레드,Red,,베라몬테(Veramonte),베라몬테,Veramonte,,,,750ml,,,,,,16 ~ 18 ℃,"비프 뷔르기뇽과 같은 고기 기반의 스튜, 스테이크와 같은 육류 요리",2019 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2021 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1374,https://www.naracellar.com/wine/wine_view.php?num=1374,베라몬테 콜로레스 소비뇽 블랑,Veramonte Colores Sauvignon Blanc,칠레,카사블랑카 밸리,칠레 > 카사블랑카 밸리,소비뇽 블랑(Sauvignon Blanc) 100%,,화이트,White,,베라몬테(Veramonte),베라몬테,Veramonte,,,,750ml,,,,,,10 ~ 12 ℃,"콜드 파스타, 샐러드, 생선 요리",,
1372,https://www.naracellar.com/wine/wine_view.php?num=1372,구스타브 로렌츠 리슬링 그랑 크뤼 알텐베르그 드 베르그하임,Gustave Lorentz Riesling Grand Cru Altenberg de Bergheim,프랑스,알자스,프랑스 > 알자스,리슬링(Riesling) 100%,,화이트,White,,구스타브 로렌츠(Gustave Lorentz),구스타브 로렌츠,Gustave Lorentz,,,,750ml,,,,,,8~12 ℃,"소스를 곁들인 생선, 해산물 요리, 송아지와 돼지고기",,
1373,https://www.naracellar.com/wine/wine_view.php?num=1373,베라몬테 콜로레스 카버네 소비뇽,Veramonte Colores Cabernet Sauvignon,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,카버네소비뇽(Cabernet Sauviognon) 100%,,,,,베라몬테(Veramonte),베라몬테,Veramonte,,,,750ml,,,,,,16 ~ 18 ℃,"파스타, 치킨, 피자",,
1371,https://www.naracellar.com/wine/wine_view.php?num=1371,호나타 엘 알마,Jonata El Alma de Jonata,미국,캘리포니아 > 산타 이네즈 밸리,미국 > 캘리포니아 > 산타 이네즈 밸리,"카버네 프랑(Cabernet Franc) 62%, 카버네 소비뇽(Cabernet Sauvignon) 21%, 멀롯(Merlot) 17%",,레드,Red,,호나타(Jonata),호나타,Jonata,,,,750ml,,,,,,14도,스테이크,2017 Vinous 96 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기,
1370,https://www.naracellar.com/wine/wine_view.php?num=1370,센시즈 칸츨러 빈야드 피노 누아,Senses Kanzler Vineyard Pinot Noir,미국,캘리포니아 > 소노마 코스트 > 러시안 리버 밸리,미국 > 캘리포니아 > 소노마 코스트 > 러시안 리버 밸리,피노 누아(Pinot Noir),,레드,Red,,센시즈 와인즈(Senses Wines),센시즈 와인즈,Senses Wines,,,,750ml,,,,,,,,2021 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1419,https://www.naracellar.com/wine/wine_view.php?num=1419,끌로 앙리 이스테이트 소비뇽 블랑,Clos Henri Estate Sauvignon Blanc,뉴질랜드,말보로,뉴질랜드 > 말보로,소비뇽 블랑(Sauvignon Blanc) 100%,,화이트,White,,끌로 앙리(Clos Henri),끌로 앙리,Clos Henri,,,,750ml,,,,,,10~12 ℃,"식전주, 신선한 생선, 굴, 샐러드",,
1417,https://www.naracellar.com/wine/wine_view.php?num=1417,끌로 앙리 와이마웅가 싱글 빈야드 소비뇽 블랑,Clos Henri Waimaunga Single Vineyard Sauvignon Blanc,뉴질랜드,말보로,뉴질랜드 > 말보로,소비뇽 블랑(Sauvignon Blanc) 100%,,화이트,White,,끌로 앙리(Clos Henri),끌로 앙리,Clos Henri,,,,750ml,,,,,,10~12 ℃,"채소, 치즈, 말린 과일, 신선한 굴, 해산물",,
1376,https://www.naracellar.com/wine/wine_view.php?num=1376,베라몬테 레세르바 피노 누아,Veramonte Reserva Pinot Noir,칠레,카사블랑카 밸리,칠레 > 카사블랑카 밸리,피노 누아(Pinot Noir) 100%,,레드,Red,,베라몬테(Veramonte),베라몬테,Veramonte,,,,750ml,,,,,,14 ~ 16 ℃,"리조또, 콜드 파스타, 샐러드",2018 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2019 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1375,https://www.naracellar.com/wine/wine_view.php?num=1375,베라몬테 레세르바 카버네 소비뇽,Veramonte Reserva Cabernet Suavignon,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,카버네 소비뇽(Cabernet Sauvignon) 100%,,레드,Red,,베라몬테(Veramonte),베라몬테,Veramonte,,,,750ml,,,,,,16 ~ 18 ℃,"소고기, 양고기 등 육류",,
1418,https://www.naracellar.com/wine/wine_view.php?num=1418,끌로 앙리 와이마웅가 싱글 빈야드 피노 누아,Clos Henri Waimaunga Single Vineyard Pinot Noir,뉴질랜드,말보로,뉴질랜드 > 말보로,피노 누아 (Pinot Noir) 100%,,레드,Red,,끌로 앙리(Clos Henri),끌로 앙리,Clos Henri,,,,750ml,,,,,,16 ℃,"가금류, 경성 치즈",,
1412,https://www.naracellar.com/wine/wine_view.php?num=1412,도멘 위그노 쥬브레 샹베르땅 '레 크레',Domaine Huguenot Gevrey Chambertin 'Les Crais',프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 위그노(Domaine Huguenot),도멘 위그노,Domaine Huguenot,,,,750ml,,,,,,15~17 ℃,"양고기 또는 뵈프 부르기뇽, 레드와인 소스를 곁들인 참치",,
1416,https://www.naracellar.com/wine/wine_view.php?num=1416,끌로 앙리 오타이라 싱글 빈야드 소비뇽 블랑,Clos Henri Otira Single Vineyard Sauvignon Blanc,뉴질랜드,말보로,뉴질랜드 > 말보로,소비뇽 블랑(Sauvignon Blanc) 100%,,화이트,White,,끌로 앙리(Clos Henri),끌로 앙리,Clos Henri,,,,750ml,,,,,,10~12 ℃,"채소, 치즈, 말린 과일, 흰살 생선 요리","2022 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 93 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' 2021 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기",
1415,https://www.naracellar.com/wine/wine_view.php?num=1415,도멘 위그노 마르사네 콜렉션 블랑,Domaine Huguenot Marsannay Collection Blanc,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,샤도네이(Chardonnay) 100%,,화이트,White,,도멘 위그노(Domaine Huguenot),도멘 위그노,Domaine Huguenot,,,,750ml,,,,,,15~17 ℃,"닭고기, 치킨, 겨자 소스가 곁들여진 가금류, 리조또, 생선류, 가리비, 푸아그라",,
1411,https://www.naracellar.com/wine/wine_view.php?num=1411,도멘 위그노 마르사네 샴 뻬드리 루즈,Domaine Huguenot Marsannay Champs Perdrix Rouge,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 위그노(Domaine Huguenot),도멘 위그노,Domaine Huguenot,,,,750ml,,,,,,15~17 ℃,"오리고기, 소갈비, 스테이크, 생선 스테이크, 치즈",,
1414,https://www.naracellar.com/wine/wine_view.php?num=1414,도멘 위그노 샤름 샹베르땡 그랑 크뤼,Domaine Huguenot Charmes Chambertin Grand Cru,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 위그노(Domaine Huguenot),도멘 위그노,Domaine Huguenot,,,,750ml,,,,,,15~17 ℃,"양고기 또는 뵈프 부르기뇽, 레드와인 소스를 곁들인 참치",,
1393,https://www.naracellar.com/wine/wine_view.php?num=1393,카이켄 누드 로제,Kaiken Nude Rose,아르헨티나,멘도사,아르헨티나 > 멘도사,"그르나슈(Grenache) 90%, 카버네 소비뇽(Cabernet Sauvignon) 10%",,로제,Rosé,,카이켄(Kaiken),카이켄,Kaiken, ,,,750ml,,,,,,11~13,"연어샐러드, 참치회, 마일드 치즈",,
1392,https://www.naracellar.com/wine/wine_view.php?num=1392,칸티나 트라민 테르미눔 게뷔르츠트라미너 벤디미아 타르디아,Cantina Tramin TERMINUM Gewurztraminer Vendemmia tardia,이태리,알토 아디제,이태리 > 알토 아디제,게뷔르츠트라미너 (Gewürztraminer),,화이트,White,,칸티나 트라민(Cantina Tramin),칸티나 트라민,Cantina Tramin,,,,750ml,,,,,,12~14 ℃,,2020 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2019 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1385,https://www.naracellar.com/wine/wine_view.php?num=1385,칸티나 트라민 페피 소비뇽,Cantina Tramin PEPI Sauvignon,이태리,알토 아디제,이태리 > 알토 아디제,소비뇽 블랑 (Sauvignon Blanc),,화이트,White,,칸티나 트라민(Cantina Tramin),칸티나 트라민,Cantina Tramin,,,,750ml,,,,,,10~12℃,,2021 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2014 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1386,https://www.naracellar.com/wine/wine_view.php?num=1386,칸티나 트라민 모리츠 피노 비앙코,Cantina Tramin MORIZ Pinot Bianco,이태리,알토 아디제,이태리 > 알토 아디제,피노 비앙코(Pinot Bianco),,화이트,White,,칸티나 트라민(Cantina Tramin),칸티나 트라민,Cantina Tramin,,,,750ml,,,,,,8~10 ℃,,2021 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2019 RP 91+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
