num,url,name_ko,name_en,country,region,country_region,varietal,vintage,type,category,style,winery,winery_ko,winery_en,brand,grade,price,volume,abv,sweetness,acidity,body,tannin,serving_temp,pairing,awards,title_block
1082,https://www.naracellar.com/wine/wine_view.php?num=1082,리베라 프리미티보,Rivera Primitivo,이태리,풀리아,이태리 > 풀리아,프리미티보(Primitivo) 100%,,레드,Red,,리베라(Rivera),리베라,Rivera,,,,750ml,,,,,,11~16℃,"파스타, 피자, 가금류",2022 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 89 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1073,https://www.naracellar.com/wine/wine_view.php?num=1073,코스타 브라운 키퍼 랜치 피노 누아,Kosta Browne Keefer Ranch Pinot Noir,미국,캘리포니아 > 소노마 코스트 > 러시안 리버 밸리,미국 > 캘리포니아 > 소노마 코스트 > 러시안 리버 밸리,피노 누아(Pinot Noir) 100%,,레드,Red,,코스타 브라운(Kosta Browne),코스타 브라운,Kosta Browne,,,,750ml,,,,,,16 ℃,,"2018 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 WE 94 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' 2017 WE 94 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
1083,https://www.naracellar.com/wine/wine_view.php?num=1083,리베라 카펠라쵸,Rivera Cappellaccio,이태리,풀리아,이태리 > 풀리아,알리아니코(Aglianico) 100%,,레드,Red,,리베라(Rivera),리베라,Rivera,,,,750ml,,,,,,16~18 ℃,"각종 육류요리, 미트파이, 숙성 치즈","2017 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2016 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2015 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 WE 91 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' Vinous 91 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' 2014 WE 91 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' 2013 RP 90 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 92 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
1065,https://www.naracellar.com/wine/wine_view.php?num=1065,덕혼 나파 밸리 샤도네이,Duckhorn Napa Valley Chardonnay,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,샤도네이(Chardonnay) 100%,,화이트,White,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,10 ~ 11 ℃,"버터나 크림베이스 소스의 요리, 랍스터, 생선류, 새우, 치킨, 돼지고기, 아보카도 샌드위치","2018 WE 90 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
1064,https://www.naracellar.com/wine/wine_view.php?num=1064,퍼플 오리지널 말벡,Purple Original Malbec,프랑스,까오르,프랑스 > 까오르,"말벡(Malbec) 94%, 멀롯(Merlot) 6%",,레드,Red,,샤또 라그레제트(Chateau Lagrezette),샤또 라그레제트,Chateau Lagrezette,,,,750ml,,,,,,13 ~ 18 ℃,,,
789,https://www.naracellar.com/wine/wine_view.php?num=789,몬테스 알파 카르메네르,Montes Alpha Carmenere,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,"카르메네르(Carmenere) 90%, 카버네 소비뇽(Cabernet Sauvignon) 10%",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,17 ~ 18 ℃,"모든 붉은육류, 볼로네즈 파스타, 머쉬룸 라비올리, 램/포크찹",2018 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2017 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2015 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2013 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2012 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2016 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2014 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2011 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2010 RP 86 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 84 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2009 RP 91 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 88 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2008 RP 91 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2007 RP 91 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 All Vintages 더보기,
1066,https://www.naracellar.com/wine/wine_view.php?num=1066,덕혼 디코이 로제,Duckhorn Decoy Rose,미국,캘리포니아,미국 > 캘리포니아,"시라(Syrah) 69%, 베르멘티노(Vermentino) 14%, 까리냥(Carignan) 9%, 피노 누아(Pinot Noir) 8%",,로제,Rosé,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,10 ~ 11 ℃,"그릴 고기나 샐러드 야외 피크닉, 파티, 스프링 롤, 브리치즈, 딸기","2017 WE 91 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
782,https://www.naracellar.com/wine/wine_view.php?num=782,덕혼 디코이 멀롯,Duckhorn Decoy Merlot,미국,캘리포니아,미국 > 캘리포니아,"멀롯(Merlot) 98%, 카버네 소비뇽 (Caberbet Sauvignon) 1%, 쁘띠 베르도 (Petit Verdot) 1%",,레드,Red,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,16 ~ 17 ℃,"구운 육류, 숯불갈비, 토마토소스 파스타, 라구가지 파스타, 라자냐","2017 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 90 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
786,https://www.naracellar.com/wine/wine_view.php?num=786,카이켄 마이,Kaiken Mai,아르헨티나,멘도사,아르헨티나 > 멘도사,말벡(Malbec) 100%,,레드,Red,,카이켄(Kaiken),카이켄,Kaiken,,,,750ml,,,,,,17 ~ 18 ℃,붉은육류,,
781,https://www.naracellar.com/wine/wine_view.php?num=781,덕혼 디코이 카버네 소비뇽,Duckhorn Decoy Cabernet Sauvignon,미국,캘리포니아,미국 > 캘리포니아,"카버네 소비뇽 (Cabernet Sauvignon) 78%, 멀롯 (Merlot) 13%, 진판델 (Zinfandel) 4%, 쁘띠 시라 (Petit Syrah) 2%, 시라 (Syrah) 2%, 쁘띠 베르도 (Petit verdot) 1%",,레드,Red,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,16 ~ 17 ℃,"스테이크, 돼지갈비, 토마토 소스 라자냐, 그뤼에르 치즈",2017 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
780,https://www.naracellar.com/wine/wine_view.php?num=780,샴페인 바롱 드 로칠드 블랑 드 블랑,Champagne Barons de Rothschild Blanc de Blancs,프랑스,샹파뉴,프랑스 > 샹파뉴,샤도네이(Chardonnay) 100%,,스파클링,Sparkling,,샴페인 바롱 드 로칠드(Champagne Barons de Rothschild),샴페인 바롱 드 로칠드,Champagne Barons de Rothschild,,,,750ml,,,,,,8~10 ℃,,N/V WS 92 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
788,https://www.naracellar.com/wine/wine_view.php?num=788,다우 너바나 리저브 포트,DOW's Nirvana Reserve Port,포르투갈,도우루,포르투갈 > 도우루,토착 품종 블랜딩,,주정강화,Fortified,,다우(Dow’s),다우,Dow’s,,,,500ml,,,,,,13~16 ℃,카카오 함유량 60~75%의 다크 초콜릿,,
779,https://www.naracellar.com/wine/wine_view.php?num=779,샴페인 바롱 드 로칠드 로제 NV,Champagne Barons de Rothschild Rose NV,프랑스,샹파뉴,프랑스 > 샹파뉴,"샤도네이(Chardonnay) 94%, 피노누아( Pinot Noir) 6%",,스파클링,Sparkling,,샴페인 바롱 드 로칠드(Champagne Barons de Rothschild),샴페인 바롱 드 로칠드,Champagne Barons de Rothschild,,,,750ml,,,,,,8~10 ℃,,"N/V WS 91 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 92 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
778,https://www.naracellar.com/wine/wine_view.php?num=778,샴페인 바롱 드 로칠드 콩코르디아 브뤼,Champagne Barons de Rothschild Concordia Brut,프랑스,샹파뉴,프랑스 > 샹파뉴,"샤도네이(Chardonnay) 60%, 피노 누아(Pinot Noir) 40%",,스파클링,Sparkling,,샴페인 바롱 드 로칠드(Champagne Barons de Rothschild),샴페인 바롱 드 로칠드,Champagne Barons de Rothschild,,,,750ml,,,,,,8~10 ℃,,,
835,https://www.naracellar.com/wine/wine_view.php?num=835,그르기치 힐스 이스테이트 나파 밸리 샤도네이,Grgich Hills Estate Napa Valley Chardonnay,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,샤도네이(Chardonnay) 100%,,화이트,White,,그르기치 힐스 이스테이트(Grgich Hills Estate),그르기치 힐스 이스테이트,Grgich Hills Estate,,,,750ml,,,,,,13 ℃,"신선한 해산물, 로스트 치킨, 구운 돼지고기, 크리미한 치즈",2020 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
819,https://www.naracellar.com/wine/wine_view.php?num=819,끌로 앙리 쁘띠 끌로 소비뇽  블랑,Clos Henri Petit Clos Sauvignon Blanc,뉴질랜드,말보로,뉴질랜드 > 말보로,소비뇽 블랑 100%,,화이트,White,,끌로 앙리(Clos Henri),끌로 앙리,Clos Henri,,,,750ml,,,,,,11～ 12 ℃,,,
834,https://www.naracellar.com/wine/wine_view.php?num=834,그르기치 힐스 이스테이트 나파 밸리 카버네 소비뇽,Grgich Hills Estate Napa Valley Cabernet Sauvignon,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,"카버네 소비뇽(Cabernet Sauvignon) 86%, 쁘띠 베르도(Petit Verdot) 6.5%,  멀롯(Merlot) 7.5%",,레드,Red,,그르기치 힐스 이스테이트(Grgich Hills Estate),그르기치 힐스 이스테이트,Grgich Hills Estate,,,,750ml,,,,,,16~18 ℃,"스테이크, 오리, 양고기","2019 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 94 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
830,https://www.naracellar.com/wine/wine_view.php?num=830,"카스텔로 디 퀘르체토 끼안티 클라시코 그란 셀레지오네 ""라 꼬르테""","Castello di Querceto Chianti Classico Gran Selezione ""La Corte""",이태리,토스카나 > 끼안티,이태리 > 토스카나 > 끼안티,산지오베제(Sangiovese) 100%,,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,18~20 ℃,,"2020 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 92 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' Vinous 92 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' 2019 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 92 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 91 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기",
804,https://www.naracellar.com/wine/wine_view.php?num=804,윌리엄 페브르 샤블리 프리미에 크뤼 '바이용',William Fevre Chablis 1er Cru 'Vaillons',프랑스,부르고뉴 > 샤블리,프랑스 > 부르고뉴 > 샤블리,샤도네이(Chardonnay) 100%,,화이트,White,,윌리엄 페브르(William Fevre),윌리엄 페브르,William Fevre,,,,750ml,,,,,,12~14℃,"크림 소스를 곁들인 해산물 요리, 구운 닭고기",2017 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 93 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' 2019 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
793,https://www.naracellar.com/wine/wine_view.php?num=793,덕혼 디코이 샤도네이,Duckhorn Decoy Chardonnay,미국,캘리포니아,미국 > 캘리포니아,샤도네이(Chardonnay) 100%,,화이트,White,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,10 ~ 11 ℃,"구운 굴, 조개구이, 크림 파스타, 버터에 구운 해산물 요리","2018 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 90 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' All Vintages 더보기",
798,https://www.naracellar.com/wine/wine_view.php?num=798,마레농 그랑 마레농 블랑,Marrenon Grand Marrenon Blanc,프랑스,론,프랑스 > 론,"그르나슈 블랑(Grenache Blanc) 50%, 베르멘티노(Vermentino) 40%, 루싼(Roussanne) 10%",,화이트,White,,마레농(Marrenon),마레농,Marrenon,,,,750ml,,,,,,11~13℃,과일,2022 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2017 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2016 RP 90 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
796,https://www.naracellar.com/wine/wine_view.php?num=796,카이켄 테루아 시리즈 말벡,Kaiken Terrior Series Malbec,아르헨티나,멘도사,아르헨티나 > 멘도사,"말벡(Malbec) 80%, 보나르다(Bonarda) 15%, 쁘띠 베르도(Petit Verdot) 5%",,레드,Red,,카이켄(Kaiken),카이켄,Kaiken,,,,750ml,,,,,,17 ~ 18 ℃,붉은육류,,
774,https://www.naracellar.com/wine/wine_view.php?num=774,덕혼 디코이 레드,Duckhorn Decoy Red,미국,캘리포니아,미국 > 캘리포니아,"카버네 소비뇽 (Cabernet Sauvignon) 52%, 멀롯 (Merlot) 37%, 쁘띠 시라 (Petit Syrah) 6%, 진판델 (Zinfandel) 2%, 까리냥 (Carignan) 2%, 시라 (Syrah) 1%",,레드,Red,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,16 ~ 17 ℃,"치즈, 버섯을 활용한 피자, 파스타, 가벼운 붉은 육류 요리, 로제 파스타",2017 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
760,https://www.naracellar.com/wine/wine_view.php?num=760,피터 마이클 레스프리 데 빠보,Peter Michael L’Esprit des Pavots,미국,캘리포니아,미국 > 캘리포니아,"카버네 소비뇽(Cabernet Sauvignon) 56%, 카버네 프랑(Cabernet Franc) 22%, 멀롯(Merlot) 21%",,레드,Red,,피터 마이클 와이너리(Peter Michael winery),피터 마이클 와이너리,Peter Michael winery,,,,750ml,,,,,,17~18 ℃,,2020 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2019 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
742,https://www.naracellar.com/wine/wine_view.php?num=742,헨쉬키 힐 오브 그레이스,Henschke Hill of Grace,호주,남호주 > 에덴 밸리,호주 > 남호주 > 에덴 밸리,쉬라즈(Shiraz) 100%,,레드,Red,,헨쉬키(Henschke),헨쉬키,Henschke,,,,750ml,,,,,,16 ~ 17 ℃,"구워낸 모든 육류, 가금류 등",2015 RP 98+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2014 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2013 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2012 RP 99 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 98 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2010 RP 99 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2009 RP 97+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2008 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
759,https://www.naracellar.com/wine/wine_view.php?num=759,얄룸바 에덴 밸리 비오니에,Yalumba Eden Valley Viognier,호주,남호주 > 에덴 밸리,호주 > 남호주 > 에덴 밸리,비오니에(Vignier) 100%,,화이트,White,,얄룸바 (Yalumba),얄룸바,Yalumba,,,,750ml,,,,,,11~12 ℃,"고기 만두, 스프링 롤, 샐러드",,
709,https://www.naracellar.com/wine/wine_view.php?num=709,알바로 팔라시오스 까민스 델 프리오랏,Alvaro Palacios Camins del Priorat,스페인,프리오랏,스페인 > 프리오랏,"가르나차 60%, 까리녜나 5%, 카버네 소비뇽+시라 35%",,레드,Red,,알바로 팔라시오스(Alvaro Palacios),알바로 팔라시오스,Alvaro Palacios,,,,750ml,,,,,,17 ~ 18 ℃,,,
719,https://www.naracellar.com/wine/wine_view.php?num=719,컨티뉴엄,Continuum,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,"카버네 소비뇽(Cabernet Sauvignon) 50%, 카버네 프랑(Cabernet Franc) 37%  쁘띠 베르도(Petit Verdot) 7%, 멀롯(Merlot) 6%",,레드,Red,,컨티뉴엄(Continuum),컨티뉴엄,Continuum,,,,750ml,,,,,,17 ~ 18 ℃,붉은육류,2019 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP (98-100) RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 94 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 100 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2017 RP 97+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 94 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 98 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2016 RP 99 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 100 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2015 RP 97+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 100 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
